node,lt_mean,lt_std
3,1.38,1.7235000032801082
5,4.125,8.77807770763087
8,5.565,26.29797888559759
32,7.785,15.453245256085326
34,9.58,32.02046456180436
44,11.545,57.78801996310551
47,9.58,35.51209858243587
52,4.555,11.442096963169506
67,2.535,7.828486507941692
69,9.33,26.532072182009394
81,1.39,3.213961377909428
93,3.555,3.920949403027987
108,14.46,74.99064196224451
131,18.975,69.56017152301709
213,1.095,1.2096658453004419
253,32.75,89.42343233882427
326,1.235,0.6943960898854783
330,9.34,25.178646133291746
353,5.52,33.26669452807298
360,24.07,99.66453833237289
369,19.77,41.01179019103368
374,1.3,1.5004187020318813
389,48.945,119.8018966762888
394,5.13,15.796860574813609
407,48.31,154.06676063858922
418,9.46,44.10686428875822
421,16.885,36.52839158736392
431,10.98,29.987260276565323
456,38.685,108.51452800867136
468,74.04,183.51065145102586
490,1.09,0.47224471979778077
503,28.09,115.51524035281598
508,5.775,12.468830485187523
511,48.69,109.18194624998527
547,25.575,71.31946935124176
548,1.51,2.567657360632068
561,20.875,108.23680243803422
577,4.945,31.197731765894194
580,21.355,119.7210701933507
600,9.005,48.64025438598844
635,12.325,55.722566317291275
689,5.075,19.0444962967252
691,8.9,23.132130844064815
698,22.725,73.42270659830722
707,29.365,111.23898748497946
715,4.82,22.362423615291537
759,19.65,67.2825550276985
792,11.1,39.59176098241201
805,5.96,21.10058228732851
821,1.895,1.968080716978527
868,9.705,42.2830611629117
889,5.76,17.61458965869546
960,6.07,18.88061141587279
980,15.87,63.768686097748365
981,1.02,0.1403513179927839
995,28.34,66.9157904763545
1009,2.435,5.286350585476034
1016,26.03,134.67470244031333
1040,13.015,34.19005078768269
1059,18.41,74.44725561998061
1120,12.81,31.7113853339616
1142,18.03,70.6290408191643
1163,11.97,57.66799012820833
1168,27.75,88.88277809118047
1225,43.125,116.0656952032558
1298,30.605,88.55245145274894
1313,4.72,7.3601944479448225
1317,5.425,23.68860750715712
1319,13.635,75.34257957146417
1332,41.785,64.22885257041857
1344,71.87,156.6892167740535
1355,17.975,76.78236799666888
1445,64.295,123.6826380287417
1447,4.74,22.48488939835554
1469,9.415,26.337827945837194
1538,5.735,16.90157065045321
1574,3.84,15.76888355091162
1621,30.555,75.52068487653634
1703,19.26,51.571995828829856
1764,21.095,67.8936204180285
1772,3.36,7.088131491458168
1793,3.23,9.447931894622608
1805,75.525,131.97901986079864
1814,4.145,13.894215382868067
1837,2.415,1.501347803185742
1854,7.885,52.0211763510277
1880,13.045,68.42971653841363
1967,11.775,75.90581558218038
1997,14.0,56.249801786362106
2010,7.47,46.15561508657534
2018,1.175,1.8029498442007525
2058,7.175,25.043166251083292
2138,15.68,59.85885911939332
2156,16.53,137.5206118858818
2182,7.49,41.30557653957069
2185,6.4,23.47178355207754
2186,8.675,47.27785265596138
2198,3.205,10.531263578641168
2243,59.115,116.81881248218859
2256,12.46,27.366457846703085
2285,7.505,30.53213111053262
2288,2.51,7.224323793363416
2299,8.72,28.97272326632995
2347,4.27,3.2803817647665743
2349,4.81,17.64740930778175
2357,1.01,0.09974842727441166
2397,1.0,0.0
2402,51.725,95.71003830404
2487,11.93,35.6579943745308
2538,9.44,35.71264995536135
2572,39.755,138.85647474240963
2634,1.075,0.74979059053061
2669,2.8,9.660571057956624
2679,19.205,75.16001673481645
2690,1.195,1.2549299766246547
2697,6.495,32.86763426091916
2703,2.98,12.51811150205531
2739,15.775,67.45915849850658
2799,2.76,12.814580263773115
2974,1.55,2.0927008828125975
2994,12.415,46.78092613716894
3024,14.84,41.05584381738839
3043,19.25,37.415868774904915
3057,34.245,92.73090140496255
3065,36.65,109.63923251524824
3119,11.13,27.50135857767922
3202,2.815,5.662250471500714
3211,1.015,0.15779574610057517
3268,4.725,17.100629598448023
3273,47.65,90.05948620371083
3281,14.255,69.10082921347579
3311,4.385,12.668830702033393
3368,6.39,20.041612488913636
3372,6.49,29.714045880914053
3374,16.26,45.51748683791979
3375,8.2,24.952215639630747
3378,6.975,35.40284142416428
3469,48.78,108.15511659755704
3484,1.0,0.0
3541,4.92,38.309419968089536
3604,3.925,15.06299585809893
3609,30.01,68.43028143362723
3641,4.685,14.187395318720354
3804,1.91,9.44233490415432
3808,44.48,158.41548830424813
3809,1.195,1.274794298117372
3983,6.01,24.186875048734915
4118,12.58,86.19432060479745
4138,3.68,22.953691637708197
4181,30.77,76.65059470311832
4252,4.975,37.7369149341029
4269,62.375,119.24462578621508
4305,11.42,18.06280500429309
4318,31.975,92.71686177436351
4364,20.92,84.80947372888748
4365,45.735,117.32703413833698
4426,7.02,22.30576913454044
4431,4.195,7.792985829622912
4440,27.23,83.66520442908632
4493,14.575,48.07473636310354
4507,16.715,93.2965433443276
4541,67.335,149.83127118235566
4585,2.225,3.866409264810837
4604,15.875,107.06711075783333
4646,15.545,57.13035411940875
4761,7.61,21.95032995024501
4776,49.525,96.19264263698881
4826,11.515,48.74505283492262
4830,23.71,90.8348542893577
4851,5.06,12.027873824733888
4881,31.83,102.8792095556433
5005,14.875,34.25105911138014
5061,8.58,33.98053832599806
5079,55.69,108.135332573372
5082,41.53,92.69900011928704
5092,18.195,51.33765429724774
5103,3.865,26.36479255431684
5137,62.695,112.33430891672852
5206,2.685,11.194299293989646
5253,12.13,43.27245807832857
5268,1.16,1.1317261241574759
5406,44.915,109.66402677653335
5411,32.895,76.85478034128087
5414,61.175,159.16605650299178
5514,1.04,0.22055207113151762
5515,1.295,1.5781087211210738
5516,5.325,48.56699641426797
5643,10.19,46.85328217159664
5704,36.9,91.97295866518671
5721,5.09,15.1352993505963
5824,28.76,121.87637859032183
5934,4.435,14.628593704414797
5963,16.9,68.36467394214706
6019,26.12,73.63392816415828
6081,26.495,65.90887553563526
6113,3.04,8.277741541333942
6202,12.6,37.836729383659225
6212,28.18,77.00804369655062
6232,5.055,30.49824074339717
6236,29.885,63.94746410788426
6308,14.275,45.87386436916781
6321,28.255,133.33198063593562
6339,12.055,40.74509527470421
6369,6.015,23.126585780206426
6409,11.035,64.67338718553599
6645,43.08,104.12310842720127
6657,8.38,51.78497871101718
6663,1.01,0.09974842727441166
6666,3.865,28.790994805833783
6873,4.18,24.499771304439744
6886,27.68,75.10794643771358
7279,32.155,71.41921658410598
7283,7.225,57.25500022051573
7289,25.435,60.023661791616576
7295,15.67,49.26536798210341
7369,2.305,2.8553001056749427
7370,16.735,51.32010856100724
7371,2.445,4.839844571614561
7393,10.96,33.18394598833574
7402,11.355,39.632723079463865
7452,14.66,30.693236614429356
7468,27.35,103.77177073756646
7477,11.685,54.18844631070206
7481,43.71,138.50492399134856
7560,7.93,32.199989075812
7682,12.83,68.79377893458464
7687,17.715,56.8980731540464
7756,1.0,0.0
7774,5.075,23.712460414188833
7783,1.17,1.1213326601296185
7937,9.625,78.69593142669815
7942,28.675,68.93824616219648
7968,3.305,14.36011978365797
7976,3.985,21.0985906552592
8006,3.405,14.23143152378145
